source_id,participant,class,title,url,used_for,note
S011,ITM Group,official,Туры в Бразилию из Москвы,https://itmgroup.ru/msk/tours/country/brasil/,C1;C3;C4;C5;C8,"Каталог 2026, групповые и индивидуальные программы, сложные маршруты, ориентировочные бюджеты."
S012,Oriental Discovery,official,Туры в Бразилию,https://orientaltravel.ru/brazil/tours,C1;C3;C4;C5;C8,"Каталог 2026 с индивидуальными программами, текущими ценами и ежедневными заездами."
S013,Oriental Discovery,official,Тур в Бразилию с посещением Амазонки,https://orientaltravel.ru/brazil/tours/433024,C1;C3;C4;C5;C8,"13 дней: Рио, Манаус, Салвадор, Игуасу; можно менять маршрут, категорию отелей, экскурсии и трансферы."
S014,TOUR EXPRESS,official,"Образ Бразилии, индивидуальный тур",https://www.tourexpress.ru/tours/obraz-brazilii-ind/,C1;C3;C4;C5;C7,Индивидуальная программа по Бразилии с несколькими регионами; использовалась в исходной публичной оценке.
S015,АРТ-ТУР,official,Экзотическая Бразилия,https://arttour.ru/country/Brazil/tours/ekzoticheskaya-braziliya1/,C1;C3;C4;C5;C8,"12 дней: Рио, Игуасу, Амазония, Бузиус; ежедневные заезды в 2026 году."
S016,Brazil Eco Tour,official,"Brazil Eco Tour, индивидуальные туры по Бразилии",https://www.brazilecotour.com/ru/,C2;C3;C4;C6;C7,"Локальная компания в Бразилии, офисы в Сан-Луисе и Сан-Паулу, индивидуальные и нестандартные поездки, широкий набор природных направлений."
S017,МИРАКЛЬ,official,Бразильский бестселлер,https://miracletour.com/tours/info/Brazilskiybestseller/,C1;C3;C4;C5;C8,"12 дней: Рио, Игуасу, Амазония, Бузиос; текущие даты 2026, цена, ежедневные заезды от 2 человек и русскоговорящий гид на части маршрута."
S018,МИРАКЛЬ,official,Каталог экскурсионных туров,https://miracletour.com/tours/ekskursionnye-tury/,C4;C7;C8,Актуальные программы 2026 по Бразилии и соседним странам.
S019,Русский Экспресс,official,Туры в Бразилию,https://r-express.ru/guide/brazilia/tours/,C1;C4;C5;C7;C8,"Каталог 2026: 29 туров, сложные маршруты, состав услуг, даты и типы программ."
S020,Русский Экспресс,official,Бразилия с Амазонкой и Водопадами,https://r-express.ru/guide/brazilia/tours/brazilia-s-amazonkoj-i-vodopadami/,C1;C4;C5;C8,"13 дней: Рио, Манаус, Салвадор, Игуасу; состав услуг и язык сопровождения раскрыты по дням."
S021,Планета Travel,official,Туры в Бразилию,https://booking2.plantravel.ru/countries/brazil/,C1;C3;C4;C5;C8,"Большой каталог 2026 с маршрутами Рио, Игуасу, Амазония, Пантанал, Ленсойс-Мараньенсис; указаны даты и цены."
S022,VAND,official,Туры в Бразилию,https://vand.ru/country/brazil/,C1;C3;C4;C5;C7;C8,Каталог с десятками программ и сложной географией; значительная часть предложений оформлена как групповые маршруты.
S023,Туртранс-Вояж,official,Бразилия: индивидуальные туры,https://www.tourtrans.ru/tours/braziliya-individualnyie-turyi-dlya-turizma-otkryityi-katalog-po-stranam.html,C1;C3;C4;C5;C8,"На дату проверки в открытом каталоге найден 1 продукт: Рио-де-Жанейро и Игуасу, 9 дней, обновление 2026."
S024,Brazil Eco Tour,official,Philosophy and way of working,https://www.brazilecotour.com/philosophy-and-way-of-working/,C3;C6;C7;C8,"Выделенный персонального менеджера, изменение маршрута до и во время поездки, локальная операционная команда 24/7, подробный брифинг и прозрачный бюджет."
S025,Brazil Eco Tour,official,Contact Us / Tailor-made trips,https://www.brazilecotour.com/contact-us/,C1;C3;C6;C8,"Выбор дат, длительности, отелей, транспорта и экскурсий; команда доступна во время поездки 24/7."
